# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,Co,Fe,Zr,Co_adjusted,Fe_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity,distance_2d,# Fe_alpha,Fe_beta,Co_alpha,Co_beta
5.60E+01,-1.80E+01,-3.00E+01,3.00E+01,4.15E+06,4.95E+06,0.00E+00,1.43E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.07E+06,9.63E+05,3.00E+05,5.37E+05,7.42E+04,3.70E+03,1.95E+03,3.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,1.15E+03,7.99E+02,1.44E+00,1.10E+01,1.48E-05,1.10E+01,1.00E+00,1.10E+01,6.30E-08,0.367034885,0.291833723,0.341131392,0.367034609,0.291833686,0.341131705,2.99E+00,5.69E-01,2.34E+02,-3.26E-05,1.04E+04,1.41E+03,1.77E+04,2.42E+03
5.70E+01,-1.50E+01,-3.00E+01,3.00E+01,4.14E+06,4.93E+06,0.00E+00,1.33E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.06E+06,9.54E+05,2.83E+05,5.35E+05,7.41E+04,4.02E+03,1.94E+03,3.26E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,1.15E+03,7.98E+02,1.44E+00,1.20E+01,1.48E-05,1.20E+01,1.00E+00,1.20E+01,2.28E-08,0.368325457,0.273863812,0.357810731,0.368325349,0.273863538,0.357811114,2.97E+00,6.02E-01,2.28E+02,1.05E-04,9.79E+03,1.33E+03,1.78E+04,2.43E+03
5.80E+01,-1.20E+01,-3.00E+01,3.00E+01,4.14E+06,4.93E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.04E+06,9.38E+05,2.66E+05,5.32E+05,7.43E+04,4.19E+03,1.92E+03,3.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.14E+03,7.94E+02,1.44E+00,1.30E+01,1.48E-05,1.30E+01,1.00E+00,1.30E+01,3.85E-05,0.368734027,0.256686787,0.374579186,0.368734171,0.256686212,0.374579617,2.95E+00,6.57E-01,2.21E+02,3.39E-04,9.16E+03,1.25E+03,1.78E+04,2.43E+03
5.90E+01,-9.00E+00,-3.00E+01,3.00E+01,4.12E+06,4.92E+06,0.00E+00,1.39E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.01E+06,9.14E+05,2.49E+05,5.29E+05,7.45E+04,4.41E+03,1.90E+03,3.28E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,1.13E+03,7.91E+02,1.43E+00,1.40E+01,1.48E-05,1.40E+01,1.00E+00,1.40E+01,4.23E-05,0.368284785,0.240289995,0.391425221,0.368284988,0.24029034,0.391424672,2.92E+00,7.16E-01,2.11E+02,2.89E-04,8.57E+03,1.17E+03,1.78E+04,2.44E+03
6.00E+01,-6.00E+00,-3.00E+01,3.00E+01,4.11E+06,4.92E+06,0.00E+00,1.39E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,9.95E+05,9.03E+05,2.34E+05,5.25E+05,7.42E+04,4.49E+03,1.84E+03,3.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,1.12E+03,7.86E+02,1.43E+00,1.50E+01,1.47E-05,1.50E+01,1.00E+00,1.50E+01,4.70E-05,0.367015664,0.224734498,0.408249838,0.367014926,0.224735012,0.408250062,2.88E+00,7.91E-01,2.06E+02,3.31E-04,7.95E+03,1.08E+03,1.78E+04,2.44E+03
6.10E+01,-3.00E+00,-3.00E+01,3.00E+01,4.16E+06,4.99E+06,0.00E+00,1.43E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,9.78E+05,8.88E+05,2.22E+05,5.25E+05,7.49E+04,4.70E+03,1.84E+03,3.39E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,1.14E+03,7.97E+02,1.43E+00,1.60E+01,1.48E-05,1.60E+01,0.00E+00,1.60E+01,5.03E-05,0.364958351,0.209967007,0.425074641,0.36495734,0.209967107,0.425075553,2.84E+00,8.23E-01,2.13E+02,2.55E-04,7.49E+03,1.02E+03,1.79E+04,2.45E+03
6.20E+01,0.00E+00,-3.00E+01,3.00E+01,4.15E+06,4.96E+06,0.00E+00,1.39E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,9.59E+05,8.73E+05,2.06E+05,5.18E+05,7.50E+04,4.82E+03,1.77E+03,3.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,1.13E+03,7.90E+02,1.43E+00,1.70E+01,1.48E-05,1.70E+01,0.00E+00,1.70E+01,5.33E-05,0.362163748,0.196028615,0.441807637,0.362163836,0.196028776,0.441807388,2.80E+00,8.12E-01,2.17E+02,2.62E-04,6.95E+03,9.45E+02,1.77E+04,2.43E+03
6.30E+01,3.00E+00,-3.00E+01,3.00E+01,4.15E+06,4.95E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,9.34E+05,8.53E+05,1.93E+05,5.09E+05,7.26E+04,4.94E+03,1.74E+03,3.48E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,1.12E+03,7.84E+02,1.43E+00,1.80E+01,1.49E-05,1.80E+01,0.00E+00,1.80E+01,5.39E-05,0.358678384,0.182880553,0.458441063,0.358677556,0.182880335,0.458442109,2.77E+00,7.89E-01,2.25E+02,2.66E-04,6.49E+03,8.83E+02,1.76E+04,2.42E+03
6.40E+01,6.00E+00,-3.00E+01,3.00E+01,4.14E+06,4.94E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,9.16E+05,8.37E+05,1.80E+05,5.02E+05,7.23E+04,5.12E+03,1.70E+03,3.44E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,1.11E+03,7.81E+02,1.43E+00,1.90E+01,1.48E-05,1.90E+01,0.00E+00,1.90E+01,5.73E-05,0.35454095,0.170483999,0.474975051,0.354540706,0.170483987,0.474975307,2.74E+00,7.63E-01,2.37E+02,3.42E-04,6.01E+03,8.17E+02,1.74E+04,2.38E+03
6.50E+01,9.00E+00,-3.00E+01,3.00E+01,4.13E+06,4.93E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.94E+05,8.18E+05,1.69E+05,4.95E+05,7.20E+04,5.26E+03,1.59E+03,3.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,1.11E+03,7.78E+02,1.42E+00,2.00E+01,1.49E-05,2.00E+01,0.00E+00,2.00E+01,5.77E-05,0.349815662,0.158857578,0.49132676,0.349815728,0.158858185,0.491326087,2.72E+00,7.32E-01,2.53E+02,3.79E-04,5.60E+03,7.62E+02,1.72E+04,2.36E+03
6.60E+01,1.20E+01,-3.00E+01,3.00E+01,4.13E+06,4.93E+06,0.00E+00,1.45E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.81E+05,8.08E+05,1.59E+05,4.88E+05,7.12E+04,5.50E+03,1.59E+03,3.53E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,1.10E+03,7.75E+02,1.42E+00,2.10E+01,1.49E-05,2.10E+01,0.00E+00,2.10E+01,6.05E-05,0.344541284,0.147936227,0.50752249,0.344540101,0.147937023,0.507522876,2.70E+00,7.05E-01,2.68E+02,3.45E-04,5.24E+03,7.13E+02,1.70E+04,2.33E+03
6.70E+01,1.50E+01,-3.00E+01,3.00E+01,4.12E+06,4.92E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.59E+05,7.89E+05,1.50E+05,4.79E+05,7.07E+04,5.60E+03,1.63E+03,3.63E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,1.09E+03,7.72E+02,1.42E+00,2.20E+01,1.49E-05,2.20E+01,0.00E+00,2.20E+01,-7.52E-09,0.338781031,0.137727644,0.523491325,0.338780635,0.137728004,0.523491361,2.68E+00,6.82E-01,2.84E+02,-2.74E-05,4.88E+03,6.64E+02,1.68E+04,2.30E+03
6.80E+01,1.80E+01,-3.00E+01,3.00E+01,4.12E+06,4.92E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.41E+05,7.73E+05,1.40E+05,4.70E+05,6.94E+04,5.74E+03,1.58E+03,3.66E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,1.10E+03,7.69E+02,1.43E+00,2.30E+01,1.49E-05,2.30E+01,1.00E+00,2.30E+01,-3.62E-08,0.332579106,0.128181132,0.539239762,0.332578918,0.128181501,0.539239581,2.66E+00,6.58E-01,2.99E+02,-4.30E-05,4.54E+03,6.17E+02,1.65E+04,2.26E+03
8.00E+01,-2.10E+01,-2.70E+01,3.00E+01,4.15E+06,4.92E+06,0.00E+00,1.35E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.14E+06,1.02E+06,3.30E+05,5.71E+05,7.79E+04,3.46E+03,2.11E+03,3.06E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,1.16E+03,8.12E+02,1.43E+00,2.40E+01,1.45E-05,2.40E+01,1.00E+00,2.40E+01,-2.48E-08,0.38328025,0.314102443,0.302617307,0.383280297,0.314102669,0.302617033,3.02E+00,5.36E-01,2.60E+02,-3.80E-05,1.14E+04,1.56E+03,1.87E+04,2.56E+03
8.10E+01,-1.80E+01,-2.70E+01,3.00E+01,4.14E+06,4.92E+06,0.00E+00,1.38E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.13E+06,1.01E+06,3.11E+05,5.73E+05,7.88E+04,3.77E+03,2.12E+03,3.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,1.16E+03,8.10E+02,1.43E+00,2.50E+01,1.46E-05,2.50E+01,1.00E+00,2.50E+01,3.05E-05,0.38620702,0.295452561,0.318340419,0.386207377,0.295452298,0.318340325,3.01E+00,5.50E-01,2.53E+02,2.28E-04,1.08E+04,1.47E+03,1.89E+04,2.59E+03
8.20E+01,-1.50E+01,-2.70E+01,3.00E+01,4.13E+06,4.93E+06,0.00E+00,1.40E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.11E+06,9.95E+05,2.93E+05,5.73E+05,7.95E+04,3.93E+03,2.09E+03,3.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,1.16E+03,8.09E+02,1.43E+00,2.60E+01,1.45E-05,2.60E+01,1.00E+00,2.60E+01,3.38E-05,0.38820282,0.277585358,0.334211822,0.388203496,0.277585068,0.334211436,2.99E+00,5.73E-01,2.47E+02,3.34E-04,1.01E+04,1.37E+03,1.90E+04,2.61E+03
